iter,particle,ts_scaling,u0,u1,loss
0,0,0.2617562063855121,1.3650492441846316,0.5944643793414404,0.6331227518938491
0,1,0.2938167436896277,0.5107292393100024,0.5740951202170474,0.6989103071748963
0,2,0.2104084751077181,1.3406266592249203,0.4786921474039566,0.7028877263602007
0,3,0.3674406369228928,0.8954223630936172,1.1017889430723635,0.6719976585653098
0,4,0.1818585430605815,1.16243975297749,1.2375078471249492,0.819684791513626
1,0,0.2617562063855121,1.3650492441846316,0.5944643793414404,0.4628222314738606
1,1,0.2498703119493674,0.9107292393100024,0.5512300338503527,0.7865483751730764
1,2,0.3489021653903557,1.1908979419607846,0.5365367475583496,0.565525099767112
1,3,0.2174406369228928,1.1522217904855936,0.7017889430723635,0.6460633690292986
1,4,0.2538943275855855,1.4998078589614412,0.97896678067054,0.627683331810563
2,0,0.3592769883428567,1.2414554678997891,0.5756145856588192,0.5937638666600069
2,1,0.3998703119493675,0.8779886701127741,0.5431002038443675,0.7036526991482476
2,2,0.4319983795599382,1.101060711602303,0.5712435076509853,0.3596180408500145
2,3,0.2134688250651696,1.3180479772021814,0.3148252307306283,0.6125956864085617
2,4,0.26475905587021,1.1084259697234646,0.9101029681587228,0.6763897840769137
3,0,0.3269464859079503,1.2369979390229358,0.5432122813986343,0.522481613115621
3,1,0.4811569708908952,1.197304657335725,0.532466164369508,0.5534451167108654
3,2,0.3455059036193618,1.1329071656182417,0.5113275750999452,0.6131592294326216
3,3,0.2337882469457402,1.202575356864715,0.3997952808366337,0.6589022167769759
3,4,0.2670940486800975,0.9000274440517347,0.7368351038157881,0.6515226738250176
4,0,0.2994101105194215,1.3653897212225137,0.5950408526668407,0.5621594086933934
4,1,0.3311569708908952,1.3081323277308208,0.5421112166527415,0.768010878061026
4,2,0.2988346509615168,1.301291433834887,0.5353796221711004,0.512761786493411
4,3,0.3836480834334852,1.077486082977136,0.789794385652633,0.6886152447910275
4,4,0.3711584415152772,1.1837521239624749,0.5733068675154345,0.5060415638368879
5,0,0.2995351034097378,1.3836109103468517,0.6260241549935502,0.5670332430547002
5,1,0.2733406856901588,0.9081323277308208,0.5460818476567598,0.6772993113389104
5,2,0.3036843389810136,1.3174970170829692,0.5501400803606692,0.5548036165470691
5,3,0.3946294760707076,1.201836010785027,0.7143548189114379,0.8576434937503642
5,4,0.4237660065866527,1.3564865285265115,0.4530060508209182,0.4482111558866491
6,0,0.313560183857178,1.2327598286007806,0.5495193591444935,0.4855914135241777
6,1,0.2458408230906695,0.915302799307805,0.5427174067544368,0.48897743978330993
6,2,0.36919474273756375,1.100106686367641,0.5483635140639964,0.3925131027076184
6,3,0.35105545141056754,1.2685209205546604,0.6213985814657286,0.537758008228034
6,4,0.364498346848343,1.147819433833994,0.47485696383003906,0.6108916473040656
7,0,0.301807786570466,1.2948916742366636,0.5130877153296471,0.5864803444812441
7,1,0.38123367041638123,0.9480384727831532,0.5342021108585457,0.6682440321326765
7,2,0.3759174848042661,1.0858473868326595,0.520714248612583,0.7117640207434395
7,3,0.3326961069408294,1.2219470469411104,0.5639673542013824,0.5765876118022286
7,4,0.30794484922853504,1.0377393797791195,0.6524942331781921,0.5651823143795823
8,0,0.33436548913217434,1.4097041135649069,0.5751007839532349,0.633934807428425
8,1,0.43091831778255096,1.2217460268371605,0.5430452550963224,0.6280273569822553
8,2,0.3233833525057635,1.160510520482953,0.5311600618483923,0.623528710853364
8,3,0.3291242013930326,1.1625262264803577,0.5089198436445416,0.3598394601854949
8,4,0.3388303976989642,1.1373247086162166,0.653492297716866,0.4794260063219149
9,0,0.3180333799515212,1.425245155578507,0.5919774451378688,0.48908046997846444
9,1,0.28091831778255094,1.238854179078155,0.5430340200696749,0.640838998443904
9,2,0.32756162075239836,1.240566935018907,0.5421856292465294,0.4554197973911433
9,3,0.3360812664951557,1.223695078204743,0.5762084681816031,0.5486508660461428
9,4,0.3740588985694865,1.2248614238182185,0.6064830148038821,0.4951948670635239
10,0,0.31744896962762115,1.2130459753228857,0.5953679434324499,0.5576805046186766
10,1,0.27695334988987425,0.9195219222733351,0.5418600126162043,0.6747414375137416
10,2,0.36818391089734465,1.1830899481726422,0.5417564959034435,0.46445604374690674
10,3,0.3405832410527262,1.2431403356696742,0.5455111084247801,0.6246455683110149
10,4,0.3715894406291682,1.2155409627197205,0.548140452066529,0.6483130806963138
11,0,0.3059106522162074,1.2902413785623588,0.5184758470624946,0.531966496181032
11,1,0.371670766884713,1.0793117024349974,0.5388476250251993,0.5680472556888576
11,2,0.3532274115919515,1.1651507716933642,0.533717257340974,0.6935113562094326
11,3,0.3499356704348329,1.1899207490185517,0.5225884442098563,0.5610314762539066
11,4,0.36269770940847557,1.1854743812290602,0.5363207812241004,0.5611949470211951
12,0,0.31679444820147606,1.2566695990032881,0.5155777990519809,0.4690384327255943
12,1,0.3360862087684726,1.1110349212324786,0.5378208281346893,0.6861848480460763
12,2,0.3374783037425245,1.1847804472094474,0.5338260596290548,0.4827934800876611
12,3,0.34903032267303097,1.187512079745548,0.5422659316598462,0.646625859683798
12,4,0.34957589635171793,1.1699192190022956,0.5623555583036449,0.6531192252273076
13,0,0.2592728848117889,1.2246934767417221,0.6019357158537639,0.5513965558948433
13,1,0.2301678073386516,0.96096263724969,0.5474879889932425,0.7867066415377802
13,2,0.3522226398757752,1.2053371320001949,0.5347067046622556,0.6599185477213233
13,3,0.34332274246896816,1.2150691368410025,0.5531741869208715,0.6060869953263405
13,4,0.36212284319482474,1.1825293642683679,0.5780036657101002,0.5628839837093653
14,0,0.3327826924566266,1.2819249217169326,0.6185339522359647,0.5056194968676742
14,1,0.24792325233099555,0.9643029654488718,0.5384357380398277,0.6672191708494206
14,2,0.3552362271613117,1.1931912557911655,0.5362749065594121,0.5190584715453631
14,3,0.33332842983185246,1.2131101437287568,0.5507858584210581,0.4717527401404023
14,4,0.3570467566692571,1.1987831594748448,0.5365606629800368,0.6319789435137141
15,0,0.3931704871173691,1.2635208867879655,0.5513856866414385,0.4752550674158394
15,1,0.39792325233099557,0.9612428347531446,0.5352861621933359,0.6787399923979156
15,2,0.3422234454384524,1.1797041584842916,0.5374050197396294,0.6763633340686526
15,3,0.3403173902467611,1.2060127868234132,0.5564206872798788,0.5581323252599496
15,4,0.3623649805556427,1.1854992797163901,0.5659863313125044,0.4599803011563526
16,0,0.35895036776324296,1.2939195568525883,0.5591296510473192,0.48797044464202793
16,1,0.4019202210500216,1.1497675647216978,0.5373014113518053,0.7392027144384127
16,2,0.349104006911681,1.1963308598377833,0.5365824279461184,0.4668512973972747
16,3,0.3444601878378695,1.2015613464291006,0.5501859928098811,0.47583722634886216
16,4,0.3646355856210722,1.1832003273599254,0.5573751578584142,0.5464572224187343
17,0,0.25163856653715944,1.2337041663921078,0.577098515022576,0.7867755395038071
17,1,0.2519202210500216,1.2526143246001826,0.5455280472780716,0.6210163958253005
17,2,0.35296686645067826,1.1923512741087403,0.5360196217580357,0.505570684175802
17,3,0.3410805220244259,1.2004164091134186,0.5413683826776212,0.48804000348926435
17,4,0.35229541022979743,1.1890265928338564,0.5485157046607512,0.583124606278442
